genre,songName,singer,musicDirector,lyricist,movie,year
religious_songs,Tori Jay Jay Kartar,D. V. Paluskar,Naushad,Shakeel Badayuni,Baiju Bawra,1952
religious_songs,Tu Hi Mera Shiva Aankhe Khol Jara,Kavita Krishnamurthy,Anand Raj Anand,Dev Kohli,Ghunghat,1997
religious_songs,Tujhe Kab Se Pukare,Sonu Nigam,Saiyad Ali,Naqsh Lyallpuri,Jai Maa Vaishno Devi,1999
religious_songs,Aeri Main To Prem Diwani,Vani Jairam,Ravi Shankar,Meera Bai,Meera,1979
religious_songs,Ram Tumhi Ne Humko Diya Hai Prem Ka Ye Vardaan,Asha Bhosle,Usha Khanna,Nida Fazli,Anokha Bandhan,1982
religious_songs,Sherowali Mata Ka Jab Naam Subah Par Aata Hai Janam Safal Ho Jaata Hai,Kavita Krishnamurthy*Suresh Wadkar*Sukhwinder Singh,Laxmikant Pyarelal,Anand Bakshi,Amba,1990
religious_songs,Deva Ho Deva Gali Gali Me Tere Naam Ka Shor,Asha Bhosle*Kishore Kumar,Nadeem Shravan,Anjaan,Ilaaka,1989
religious_songs,Do Ekam Do Do Duni Char,Sonu Nigam*Anuradha Paudwal,Surinder Kohli,Gopal Sharma,Jai Maa Vaishno Devi,1999
religious_songs,Raghupati Raghav Rajaram (Ram Dhun),Manhar Udhas*Mahendra Kapoor,Kalyanji Anandji,Traditional,Purab Aur Pachhim,1971
religious_songs,He Maryada Purushottam Bolo Tumne Maryada Kyo Tod Di,Lata Mangeshkar*Asha Bhosle,Kalyanji Anandji,Kavi Pradeep,Bajrang Bali,1976
religious_songs,Suno Ramzan Ki Dastaan To Suno,Mohammed Rafi,Iqbal Qureshi,Hasrat Jaipuri,Alam Ara,1973
religious_songs,Ye To Allah Ko Khabar Ye To Maulla Ko Khabar,Mohammed Rafi,Kalyanji Anandji,Rajinder Krishan,Katilon Ka Katil,1981
religious_songs,Jab Se Tumko Dekha (Ishq Kiya Kiya),Sunidhi Chauhan*Himesh Reshammiya,Himesh Reshammiya,Sameer,Anthony Kaun Hai,2006
religious_songs,Mai Hu Daasi Teri Daatiye,Anuradha Paudwal,Saiyad Ali,Naqsh Lyallpuri,Jai Maa Vaishno Devi,1999
religious_songs,Mann Basiya O Kaanha,Alka Yagnik,Himesh Reshammiya,Sameer,Tere Naam,2003
religious_songs,Radha Tore Kanha Ne Murli Bajai,Suman Kalyanpur*Mukesh,Kalyanji Anandji,Bharat Vyas,Purnima,1965
religious_songs,Dam Dam Damroo Baaje Are Sai Nath Shiv Shambhu Wale,Anup Jalota,Pandurang Dikshit,NotFound,Shirdi Ke Sai Baba,1977
religious_songs,Milta Hai Saccha Sukh Keval,Anuradha Paudwal,Arun Paudwal,Indeevar,Shiv Mahima,1992
religious_songs,Jai Jai Krishna,Suman Kalyanpur,Laxmikant Pyarelal,Anand Bakshi,Bidaai,1974
religious_songs,Ambe Charan Kamal Hai Tere,Jagjit Singh,NotFound,NotFound,Maa (Jagjit Singh),1993
religious_songs,Brindavan Kunj Bhavan Nachat Giridhar,M S Subbulakshmi,S V Venkatraman,Meera Bai,Meera,1947
religious_songs,Muraliya Baaje Ri Jamuna Ke Teer,Lata Mangeshkar,Vasant Desai,Meera Bai,Toofan Aur Deeya,1956
religious_songs,Neer Bharan Ka Karke Bahana,Yesudas*Hemlata,Ravindra Jain,Ravindra Jain,Gopal Krishna,1979
religious_songs,Bhagat Ke Bas Me,Manna Dey,Naushad,Shakeel Badayuni,Shabab,1954
religious_songs,Durga Hai Meri Maa Ambe Hai Meri Maa,Meenu Purushottam*Mahendra Kapoor,Laxmikant Pyarelal,Santosh Anand,Kranti,1981
religious_songs,Madad Karo Santoshi Mata,Usha Mangeshkar,C Arjun,Kavi Pradeep,Jai Santoshi Maa,1975
religious_songs,Om Shiv Om,Dheeraj Kumar*Shaan,Himesh Reshammiya,Sameer,Aabra Ka Daabra,2004
religious_songs,Ek Onkar Sat Naam,Harshdeep Kaur,A R Rahman,Prasoon Joshi,Rang De Basanti,2006
religious_songs,Makhdoom Shah Baba Mere,Mohammed Aziz,Vijay,Akhtar Khalid,Kasam Dhande Ki,1990
religious_songs,Kanha Ki Zid Par Nachegi Radha Chaye Aaye Na Aaye Nachna,Hemlata*Chandrani Mukherjee,Ravindra Jain,Ravindra Jain,Paheli,1977
religious_songs,Jay Bholenath Jay Ho Prabhu,Kishore Kumar*Lata Mangeshkar,Rajesh Roshan,Majrooh Sultanpuri,Kunwara Baap,1974
religious_songs,Karo Hari Darshan (Jab Jab Dharti Par Julm Bada),Mahendra Kapoor,Kalyanji Anandji,Kavi Pradeep,Hari Darshan,1972
religious_songs,Hanumaan Chaalisa,Ajay Gogavale*Shankar Mahadevan,Himesh Reshammiya,Sameer,Vaah Life Ho Toh Aisi,2005
religious_songs,Nanha Sa Phool Hoon Mai,Sulakshana Pandit,Raj Kamal,Maya Govind,Payal Ki Jhankaar,1980
religious_songs,Aa Bhagwan Ke Ghar Aa,Mohammed Aziz,Laxmikant Pyarelal,Santosh Anand,Suryaa,1989
religious_songs,Jai Jai Nath,K. Ravi Shankar,Shaarang Dev,Gulzar,Aastha,1997
religious_songs,Sada Shiv Bhaj Mana,Hemlata,Ravindra Jain,Ravindra Jain,Yeh Kaisa Insaf,1980
religious_songs,Paayo Ji Mainne Raama Ratana Dhana Paayo,Lata Mangeshkar,NotFound,NotFound,Info NA,0
religious_songs,Gannu Sabka Pyara Hai Yahi Dost Humara Hai De Taali De Taali Bolo Ganpati Baba Moriya,NotFound,NotFound,NotFound,Bal Ganesh 2,2009
religious_songs,Mera Milan Karado Mere Ram Se,Shiv Kumar*Anuradha Paudwal,Ravindra Jain,Ravindra Jain,Lallu Ram,1985
religious_songs,Suno Brij Ki Kahani Log Meri Jubani,Anup Jalota*Alka Yagnik*Chandrani Mukherjee,Anup Jalota,Maya Govind,Tohfa Mohabbat Ka,1988
religious_songs,Satyagraha (Title Song),Rajeev Sundaresan*Shivam Pathak*Shweta Pandit,Salim Sulaiman,Prasoon Joshi,Satyagraha,2013
religious_songs,Radha Ke Pyare Krishina Kanhai,Asha Bhosle,Naushad,Shakeel Badayuni,Amar,1954
religious_songs,Yaha Waha Jaha Taha Mat Puchho Kaha Kaha Hai - II,Mahendra Kapoor,C Arjun,Kavi Pradeep,Jai Santoshi Maa,1975
religious_songs,Hath Jod Ke Khadi Hu Maiyya,Anuradha Paudwal,Saiyad Ali,Naqsh Lyallpuri,Jai Maa Vaishno Devi,1999
religious_songs,O Shankar Mere Kab Honge Darshan Tere,Mahendra Kapoor,Kalyanji Anandji,Anand Bakshi,Bairaag,1976
religious_songs,Tumhi Meri Mata Tumhi Pita Ho,Alka Yagnik,Anu Malik,Hasrat Jaipuri,Bhabhi,1991
religious_songs,Karva Chauth Ka Vrat,Sadhana Sargam,Anu Malik,Indeevar,Gunahon Ka Devta,1990
religious_songs,Allah Ka Naam Paak Hai Wo Paak Rahega,Mohammed Rafi,Sonik Omi,Verma Malik,Maan Gaye Ustad,1981
religious_songs,Ab Tere Siva Kaun Mera Krishna Kanhaiya,Amirbai Karnataki,Anil Biswas,Kavi Pradeep,Kismet,1943
religious_songs,Raghubar Tumako Meri Laaj Sadaa Sadaa Main Sharan Tihaari,Bhimsen Joshi,Jaidev,Goswami Tulsidas,Ankahee,1985
religious_songs,Jai Hanuman Gyan Gun Sagar,Shankar Mahadevan*Kailash Kher,Tapas Relia,Satish Mutatkar,Hanuman,2005
religious_songs,Kahe Ko Bisara Sat Naam,Talat Mahmood,Avinash Vyas,Ramesh Gupta,Maha Pooja,1954
religious_songs,Shri Krishna Govind Gopalam,Mohammed Rafi,Vedpal,Madhukar Rajasthani,Sant Tukaram,1965
religious_songs,Uske Khel Nirale Wohi Jane,Pamela Chopra*Jagjit Kaur*Anwar,Khayyam,Majrooh Sultanpuri,Noorie,1979
religious_songs,Kahani Badi Suhani Hai Ram Ki Amar Kahani Hai Raghupati Raghav Ramchandra Ki Amar Kahani Hai,Mohammed Rafi,S N Tripathi,Saraswati Kumar Deepak,Sati Nagkanya,1956
religious_songs,Kahe Ko Bisara Harinam Mati Ke Putle,Mohammed Rafi,Avinash Vyas,Kavi Pradeep,Chakradhari,1954
religious_songs,Krishna Govinda Murari,Kavita Krishnamurthy,Laxmikant Pyarelal,Anand Bakshi,Majboor,1989
religious_songs,Saamb Sada Shiv Saamb Sada Shiv,Yesudas,Ravindra Jain,Ravindra Jain,Abodh,1984
religious_songs,Shraddha Rakho Jagat Ke Logo,Lata Mangeshkar,Kalyanji Anandji,Kavi Pradeep,Hari Darshan,1972
religious_songs,Maiya Moree Main Nahee Makhan Khayo,Mukesh,Rajesh Roshan,Rajinder Krishan,Charandas,1977
religious_songs,Ajab Teri Maya Tera Bhed Na Paya,Mohammed Rafi,C Arjun,Gulshan Bawra,Punar Milan,1964
religious_songs,Aji O Gokul Ke Gwaale,Lata Mangeshkar*Geeta Dutt,Roshan,Kedar Sharma,Rangeen Raaten,1956
religious_songs,Chhod Chale Aaj Hamare Ram Ayodya Chhod Chale,Hemant Kumar,Ravi,Saraswati Kumar Deepak,Ayodhyapati,1956
religious_songs,Duniya Se Dil Lagakar Duniya Se Kya Mila,Jagjit Singh,NotFound,NotFound,Chirag (Jagjit Singh),1993
religious_songs,Jo Tum Todo Piya,Vani Jairam,Ravi Shankar,Meera Bai,Meera,1979
religious_songs,Jwala Ki Chunri Jwala Ki Choli Pehan Ke Chal Di,Mahendra Kapoor,Chitalkar Ramchandra,Kavi Pradeep,Tulsi Vivah,1971
religious_songs,Madine Ko Jaye Ye Jee Chahta Hai,Jagjit Singh*Chitra Singh,NotFound,NotFound,Chirag (Jagjit Singh),1993
religious_songs,Maiyya Mori Mai Nahee Makhan Khayo,Anup Jalota,NotFound,NotFound,Aarti And Bhajan,0
religious_songs,Mat Bhul Ki Tu Ek Main Hai,Mohammed Rafi,Chitragupt,Prem Dhawan,Bezuban,1962
religious_songs,Mere Ram Mere Man Me Hai Ram,Mahendra Kapoor,Narayan Dutt,Bharat Vyas,Jai Hanumaan,1973
religious_songs,O Ganga Maiya,Lata Mangeshkar,R D Burman,Anand Bakshi,Chandan Ka Palna,1967
religious_songs,O Mere Khuda Mera Koi Nahi Hai Tere Siwa,Mohammed Rafi,Lala Sattar,Farooq Qaisar,Saat Sawal,1971
religious_songs,Roye Avadh Pur Waasi,Mohammed Rafi,Vasant Desai,Bharat Vyas,Bharat Milap,1965
religious_songs,Sagre Jagat Ka Ek Rakhwala (Female),Alka Yagnik*Sadhana Sargam,Kalyanji Anandji,Anand Bakshi,Nastik,1983
religious_songs,Bhajan Bina Baware Tune Hira Janam Gavaya Om Hari Om,Mohammed Rafi,Naushad,Farooq Qaisar,Roop Lekha,1962
religious_songs,Girija Sang Hai Shish Pe Gang Hai,Lata Mangeshkar,Adi Narayana Rao,Bharat Vyas,Suvarna Sundari,1958
religious_songs,Jo Tum Todo Piyaa Main Nahin Todun Re,Lata Mangeshkar,Shiv Hari,Mirabai,Silsila,1981
religious_songs,Kanha Re Kanha Teri Leela Hai,Lata Mangeshkar*Mahendra Kapoor,Kalyanji Anandji,Rajinder Krishan,Maalik,1972
religious_songs,Laaj Rakho Girdhari,Chitra Singh,NotFound,NotFound,Hey Govind Hey Gopal (Jagjit Singh),2012
religious_songs,Meri Aan Bhagwan,Geeta Dutt,Vasant Desai,Bharat Vyas,Toofan Aur Deeya,1956
religious_songs,O Ruthe Huye Bhagawaan Tumako Kaise Manaaun,Amirbai Karnataki,Khemchand Prakash,Qamar Jalalabadi,Sindoor,1947
religious_songs,Shyam Ke Rang Me Rang Gayi Shaam (Part 1),Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Patanga,1971
religious_songs,Bam Bam Bhole Bolo Na Yaaro Bam Bam Bhole,Raj Jyoti,Ramen Barua,Anshuman Barua,Shivam,2011
religious_songs,Bhagwan Samaye Sansar Me,Mukesh*Anuradha Paudwal,Arun,B D Mishra,Bhagwan Samaye Sansar Mein,1976
religious_songs,Govinda Gopala Gopala,Hemlata,Ravindra Jain,Ravindra Jain,Gopal Krishna,1979
religious_songs,Hari Om Hari Om (Version 1),Himesh Reshammiya,Himesh Reshammiya,Sameer,Karzzz,2008
religious_songs,Hari Om Ka Tha Aarambh,Om Prakash,Iqbal Qureshi,Rajinder Krishan,Bindiya,1960
religious_songs,Hey Ram Hey Ram,Jagjit Singh,NotFound,NotFound,Hey Govind Hey Gopal (Jagjit Singh),2012
religious_songs,Jai Mangalmurti Moriya,Asha Bhosle*Sushma Shrestha,S N Tripathi,Bharat Vyas,Jai Ganesh,1977
religious_songs,Ko Birahini Ko Dukh Jane Ho,Lata Mangeshkar,Hridaynath Mangeshkar,Meera Bai,Chala Vahi Des (Lata Mangeshkar),1974
religious_songs,Lanka Chale Ramji Ravan Se Yudh Karne Shree Vanar Sena Sath Chali,Sapan Chakravarty*Kishore Kumar,R D Burman,Majrooh Sultanpuri,Aanchal,1980
religious_songs,Mere To Girdhar Gopal,Chitra Singh,NotFound,NotFound,Hey Govind Hey Gopal (Jagjit Singh),2012
religious_songs,Mhara Re Giridhar Gopal,Lata Mangeshkar,Hridaynath Mangeshkar,Meera Bai,Chala Vahi Des (Lata Mangeshkar),1974
religious_songs,Nikhil Bhuwan Jan Gan Mangaladaayak Raam,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,Sharada,1957
religious_songs,O Malik Mere Aaye Hai Sahare Tere,Mahendra Kapoor*Lata Mangeshkar,Kalyanji Anandji,Rajinder Krishan,Maalik,1972
religious_songs,Sabhi Bhakto Ke Maan Me Kali Niwas Kare,Asha Bhosle,Bappi Lahiri,Indeevar,Karishma Kali Ka,1990
religious_songs,Sabke Sahare Radha Ke Pyare,Lata Mangeshkar,Chitragupt,Prem Dhawan,Bezuban,1962
religious_songs,Vidhi Ne Dekho Virh Milan Ka Kaisa Khel Rachaya,Mohammed Rafi*Suman Kalyanpur,Vasant Desai,Bharat Vyas,Ram Rajya,1967
religious_songs,Jidhar Dekhataa Hun Udhar Hai Andhera (Agar Teri Duniya Me Ye Gham Rahege),Mohammed Rafi,Madan Mohan,Kaif Irfani,Sheroo,1957
religious_songs,Aayi Gori Radhika Barij Me Balkhati,Neenu Majumdar*Meena Kapoor,Neenu Majumdar,Surdas,Gopinath,1948
religious_songs,Ae Momino Suno Ye Kahani Namaaz Ki,Mukesh,Bulo C Rani,Shewan Rizvi,Abdullah,1960
religious_songs,Bhakti Shakti Hai Karam Dharam Hai,Mukesh*Shyama Hemady,Laxmikant Pyarelal,Bharat Vyas,Sant Gyaneshwar,1964
religious_songs,Bhool Hui Kya Mujhse Bhagwan kya hai dosh humara,Geeta Dutt,Hansraj Behl,S P Kalla,Lanka Dahan,1952
religious_songs,Bolo Ram Jai Jai Ram,Jagjit Singh,NotFound,NotFound,Jai Siya Ram (Jagijit Singh),2000
religious_songs,Har Har Har Har Mahadev,Shail Hada,Prem Bhandari,Rameshwar Soni,Maharana Pratap,2012
religious_songs,Is Desh Ki Hai Aaj Bhi Toofan Me Naiyya,Mahendra Kapoor,Chitalkar Ramchandra,Kavi Pradeep,Balram Shrikrishna,1968
religious_songs,Ja Re Gokul Ke Natkhat Chor,Mohammed Rafi*Lata Mangeshkar,S N Tripathi,Bharat Vyas,Lal Quila,1961
religious_songs,Mahabali Maha Rudra,Vijay Prakash*Sonu Nigam*Shaan*Palash Sen*Madhushree,Tapas Relia,NotFound,Hanuman,2005
religious_songs,Mai Murlidhar Ki Murali Layi Muralidhar Ne Layi Meri Maala,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Pooja,1954
religious_songs,Mat Ang Chola Saje (Part-1),Mahendra Kapoor,Sapan Jagmohan,Naqsh Lyallpuri,Aalingan,1974
religious_songs,Mere Shyam Mere Nandlala,Lata Mangeshkar*Usha Mangeshkar,Sachin Dev Burman,Anand Bakshi,Jyoti,1970
religious_songs,Muraliya Baje Re Jamuna Ke Teer,Jagjit Singh*Chitra Singh,NotFound,NotFound,Hey Govind Hey Gopal (Jagjit Singh),2012
religious_songs,Savaiyyan Chhota Sa Saajan,Suresh Wadkar*Aparnaa Bhaagwat,Ravindra Jain,Ravindra Jain,Vivah,2006
religious_songs,Ye Duniya Banana Or Banake Fir Chalana,Mahendra Kapoor,Shivram,Bharat Vyas,Kan Kan Men Bhagwan,1963
religious_songs,Kuch Naik Kaam Kar Ja Duniya Me Naam Kar Ja,Mohammed Rafi,S N Tripathi,Shewan Rizvi,Khuda Ka Banda,1957
religious_songs,Prabhu Tere Charan Pade Jaha Jaha,Mohammed Rafi,Chitragupt,Gopal Singh Nepali,Shiv Bhakta,1955
religious_songs,Ab Toh Aao Dhanush Ke Dhaari Aa Karke Dekho Meri Lachaari,Lata Mangeshkar,Kalyanji Anandji,Kavi Pradeep,Bajrang Bali,1976
religious_songs,Ahal E Talab Allaahu Zikr,Shaukat Ali Khan*A R Rahman,A R Rahman,Javed Akhtar,Bose - The Forgotten Hero,2005
religious_songs,Anand Mangal Karu Aarti Jai Gayatri Mata,Mukesh,Chitragupt,Anjaan,Gayatri Mahima,1977
religious_songs,Baba Ke Vachan,Jyotsna Dixit Reddy*Anup Jalota,Pandurang Dikshit,NotFound,Shirdi Sai Baba,2001
religious_songs,Bansi Na Baja Re Jiya Na Tadpa Re,Lata Mangeshkar,S N Tripathi,Prem Dhawan,Jadugar Daku,1962
religious_songs,Basa Le Man Mandir Me Ram,Talat Mahmood,Hansraj Behl,S P Kalla,Lanka Dahan,1952
religious_songs,Bhagwan Ban Ne Ka Prabhu Jutha Bahana Chhod De,Mohammed Rafi,Jamal Sen,Bharat Vyas,Patit Paavan,1955
religious_songs,Bhagwan Bhagwan Bhagwan Na Mangu Mai Tera Jahan,Mohammed Rafi,Baldev Nath,Bharat Vyas,Raja Vikram,1957
religious_songs,Bhagwan Mil Jaye Samne,Mohammed Rafi*Asha Bhosle,Chitragupt,Gopal Singh Nepali,Shiv Bhakta,1955
religious_songs,Bigdi Hui Bana De Ajmerwale Khwaja,Mohammed Rafi,Alla Rakha Qureshi,Shewan Rizvi,Alam Ara,1956
religious_songs,Bolo Bolo Sai Jhoolelal Jhoolelal,Amit Kumar*Anup Jalota,Anu Malik,Anjaan,Meri Zubaan,1989
religious_songs,Buddham Sharanam Gachhami,Mohammed Rafi,Jaidev,Nyay Sharma,Anjali,1957
religious_songs,Chala Vahi Des,Lata Mangeshkar,Hridaynath Mangeshkar,Meera Bai,Chala Vahi Des (Lata Mangeshkar),1974
religious_songs,Dukh Sukh Dono Tan Ke Kapde Kis Karan Pehnaye,Mohammed Rafi,Sonik Omi,Inderjeet Singh Tulsi,Bhakti Main Shakti,1977
religious_songs,Ek Roop Kai Naam Man Mandir Tera Dhaam,Kishore Kumar,R D Burman,Anjaan,Swami Dada,1982
religious_songs,Hare Rama Hare Krishana,Mahendra Kapoor*Asha Bhosle,Kalyanji Anandji,Traditional,Purab Aur Pachhim,1971
religious_songs,Hare Rama Hare Krishna (Maha Mantra),Jagjit Singh,NotFound,NotFound,Hey Govind Hey Gopal (Jagjit Singh),2012
religious_songs,Hari Bol,Keerthi Sagathia,Sachin Jigar,Swanand Kirkire,OMG Oh My God!,2012
religious_songs,He Prabhu Jyot Jaga Aisi,NotFound,Rajeshwar Rao Rajagopal Krishnan,Pyarelal Santoshi,Bhakta Prahlad,1967
religious_songs,He Shiv Shankar He Karunakar,Jagjit Singh,NotFound,NotFound,Shiva (Jagjit Singh),2003
religious_songs,Jab Is Dharti Par Dukh Pa Kar Roye Koi Insaan,Mohammed Rafi*Asha Bhosle,O P Nayyar,Raja Mehdi Ali Khan,Mitti Mein Sona,1960
religious_songs,Jai Bhagawathi,Jaspinder Narula,Bhupen Hazarika,Maya Govind,Daman,2001
religious_songs,Jai Jai Lakshmi Mata,Anuradha Paudwal,Anil,B D Mishra,Bhagwan Samaye Sansar Mein,1976
religious_songs,Jai Jai Ramkrishna Hari Tujh Me Ram Mujh Me Ram,Manna Dey,Anil Biswas,Prem Dhawan,Pardesi,1957
religious_songs,Jai Maa Santoshi (Maha Aarti),Usha Mangeshkar,Anu Malik,Swanand Kirkire,Jai Santoshi Maa,2006
religious_songs,Jamuna Kinaare Mero Gaanv,Anuradha Paudwal,Devendra Dev,DS. Raghuvanshi,Radha Dhundh Rahi Kisine Mera Shyam Dekha,2003
religious_songs,Jo Naari Tujhe Bhakti Se Pukarti,Geeta Dutt,Chitragupt,Gopal Singh Nepali,Shiv Bhakta,1955
religious_songs,Maha Kali Jai Durge,Sunidhi Chauhan,Aadesh Shrivastava,Sameer,Chingaari,2006
religious_songs,Mai Na Maangu Maiya Tose,Hemlata,Narayan Dutt,Madan,Pujarin,1969
religious_songs,Maine Saari Umar Tere Gun Gaaye,Lata Mangeshkar,Madan Mohan,Naqsh Lyallpuri,Prabhat,1973
religious_songs,Mere Mann Ke Andh Tamas Me,Jagjit Singh,NotFound,NotFound,Maa (Jagjit Singh),1993
religious_songs,Mero Allah Meherbaan (Raga Bhairav),Nirali Kartik,Pandit Jasraj,NotFound,Nirali Kartik Vol. 1 (Album),2013
religious_songs,Milta Hai Kya Nmaaz Me Sar Ko Jhooka Ke Dekh Le,Asha Bhosle,Iqbal Qureshi,A H Rizvi,Shaan- E- Khudaa,1971
religious_songs,O Lenewale Us Denewale Data Ke,Lata Mangeshkar,Chitalkar Ramchandra,Rajendra Krishan,Kaarigar,1965
religious_songs,Om Har Har Har Har Mahadev,Mahendra Kapoor,Kalyanji Anandji,Kavi Pradeep,Har Har Mahadev,1974
religious_songs,Pag Ghunghru Re Pag Ghunghru Bandh Meera,M S Subbulakshmi,S V Venkatraman,Meera Bai,Meera,1947
religious_songs,Rab Di (The Rab Step Version),Karthik,Prashant Pillai,Turaz,David,2013
religious_songs,Ram Raam,Manna Dey,Laxmikant Pyarelal,Anand Bakshi,Krodhi,1981
religious_songs,Sanware Sunao Bansuri Vrindabani Radha Bani,Lata Mangeshkar,R D Burman,Gulzar,Baseraa,1981
religious_songs,Shree Radha Mohan Shyam Shobhan,Manna Dey,Laxmikant Pyarelal,Narendra Sharma,Satyam Shivam Sundaram,1978
religious_songs,Shri Guru Charan Saroj Raj Nij,NotFound,NotFound,NotFound,Hanuman Chalisa,1969
religious_songs,Shyama O Shyama Raama Ho Raama,Hemlata,Ravindra Jain,Ravindra Jain,Dulhan Wahi Jo Piya Man Bhaaye,1977
religious_songs,Sindhu Ki Hunkar Le,Mohammed Rafi*Asha Bhosle,Chitragupt,Bharat Vyas,Navratri,1955
religious_songs,Tu Bande Kya Jaane Maata Ke Chamatkaro Ko,Mohammed Rafi,S Madan,Kashmir Kadar,Ambe Maa Jagdambe Maa,1980
religious_songs,Ud Ja Re Kaga,Lata Mangeshkar,Hridaynath Mangeshkar,Meera Bai,Chala Vahi Des (Lata Mangeshkar),1974
religious_songs,Waah Re Waah Bhagwan Tune Kya Banaya Inshaan (hazar Haath Wale),Manna Dey,Manna Dey,Ramesh Gupta,Maha Pooja,1954
religious_songs,Ye Roza Ye Roze Ki Shaan Allah Allah,Mohammed Rafi,Iqbal Qureshi,A H Rizvi,Shaan- E- Khudaa,1971
religious_songs,Zindagi Dene Wale Yeh Fariyad Hai Tere Hote,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,Lutera,1955
religious_songs,Bala Mai Bairagan Hungi,Vani Jairam,Ravi Shankar,Meera Bai,Meera,1979
religious_songs,Mai To Prem Diwani Mera Dard Na Jane Koy,Sitara Devi,S K Pal,Meera Bai,Meerabai,1947
religious_songs,Shendur Laal Chadhaayo Achchha Gajamukha Ko,Ravindra Sathe,Jatin Lalit,Sameer,Vaastav,1999
religious_songs,Baras Gayi Re Taras Gayi Re Tere Dars Ko,Kishore Kumar,Kalyanji Anandji,Anand Bakshi,Joroo Ka Ghulam,1972
religious_songs,Dekho Ji Ek Bala Jogi Matwala Jogi Dawar Tere Aayo Re,Mohammed Rafi*Meenu Purushottam,Ravi,Majrooh Sultanpuri,China Town,1962
religious_songs,Hari Omhari Om Bhagwan Ke Ghar Me Sab Kuch Hai,Manna Dey,Shankar Jaikishan,Neeraj,Yaar Mera,1971
religious_songs,Aaja Ma Tainu Akhiyan Udikadiya (Male),Sonu Nigam,Surinder Kohli,Gopal Sharma,Jai Maa Vaishno Devi,1999
religious_songs,Girdhaari Mhane Chaakar Raakho Jee Mhane Chaakar Raakho,Lata Mangeshkar,Vasant Desai,Meera Bai,Toofan Aur Deeya,1956
religious_songs,Krishna Krishna Radhe Krishna,Lata Mangeshkar*Nitin Mukesh,Rajesh Roshan,Indeevar,Kishen Kanhaiya,1990
religious_songs,Mere To Giridhar Gopal Dusaro Na Koi,M S Subbulakshmi,S V Venkatraman,Meera Bai,Meera,1947
religious_songs,Ram Dhun Gaoo Ke Paal Dhun Gaao Duniya Ki Sabse Kamaal Dhun Gaao,Udit Narayan,Bappi Lahiri,Prakash Mehra,Bal Brahmachari,1996
religious_songs,Shirdi Mera Pandharpur,Anup Jalota,Pandurang Dikshit,NotFound,Shirdi Sai Baba,2001
religious_songs,Ya Nabi Salamalaika,Asha Bhosle,Iqbal Qureshi,A H Rizvi,Shaan- E- Khudaa,1971
religious_songs,Ghar Me Padharo,Sapna Awasthi,Bappi Lahiri,NotFound,Dulhan Ko Dulha Pyara Lage (Album),2008
religious_songs,Lagi More Man Ki,Shamshad Begum,Naushad,Shakeel Badayuni,Shabab,1954
religious_songs,Sun Ri Yashoda Maiyaan Tera Kanhaiya,Lata Mangeshkar,Bappi Lahiri,Anand Bakshi,Jyoti,1981
religious_songs,Allah Teri Allah Kare Rakhwali,Mohammed Rafi,Husnlal Bhagatram,Qamar Jalalabadi,Adil-E-Jahangir,1956
religious_songs,Bhagwan Bata Kya Hai Tera Humne Gawaya,Uma Devi,Hansraj Behl,Surjeet Sethi,Bhikhari,1949
religious_songs,Bhagwan Mere Gyan Ke Deepak Ko,Madhubala,Hansraj Behl,Wali Sahab,Pujari,1946
religious_songs,Bhula Bhatka Path Hara,Manna Dey*Parul Ghosh,Anil Biswas,Narendra Sharma,Jwar Bhata,1944
religious_songs,Chakar Rakho Ji Mane Chakar Rakho Ji,M S Subbulakshmi,S V Venkatraman,Meera Bai,Meera,1947
religious_songs,Cham Cham Chamke Chaand Ke Jaisa Chehra Ye Haseen,Master Saleem,Shamir Tandon,Shabbir Ahmed,Click,2010
religious_songs,Diwali Me Ali Ram Ramzan Me,Munawar Masoon*Ghulam Ali,Anup Jalota,Anup Jalota,Maalik Ek,2010
religious_songs,Ghanshyam Aaya Ri Mere Ghar Shyam Aaya Ri,V Nagaiah*M S Subbulakshmi,S V Venkatraman,Meera Bai,Meera,1947
religious_songs,Ghanshyam Ke Hai Ghanshyam Nayan Sun Mera,Lakshmi Shankar,Ali Akbar Khan,Narendra Sharma,Aandhiyan,1952
religious_songs,Hari Aawan Ki Aawaz Aaj Suni Mai,M S Subbulakshmi,S V Venkatraman,Meera Bai,Meera,1947
religious_songs,He Shivshambho He Tripurari,Mohammed Rafi,R C Boral,Tandon Jodhpuri,Swami Vivekanand,1955
religious_songs,Idhar Bhi Ishwar Udhar Bhi Ishwar,Sushma Shrestha*Kamal Barot*Hemlata,Kalyanji Anandji,Kavi Pradeep,Hari Darshan,1972
religious_songs,Jai Jai Narayan (Female),Lata Mangeshkar,Kalyanji Anandji,Kavi Pradeep,Hari Darshan,1972
religious_songs,Jai Kali Jai Kali Maiyya,Jaspal Singh*Manna Dey,Ravindra Jain,Indeevar,Ek Gaon Ki Kahani,1975
religious_songs,Jai Nandlal Gopal Sanware,Mahendra Kapoor,Kalyanji Anandji,Rajinder Krishan,Maalik,1972
religious_songs,Khanda Prithme Saajke,Arvinder Singh,NotFound,NotFound,I Am Singh,2011
